CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
810708021,11/18/2010,17:30:00,11/18/2010,17:34:00,77,11/18/2010,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,999947,183840,,,,,40.671269373,-73.943415337,"(40.671269373, -73.943415337)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
208456493,08/13/2006,10:30:00,,,13,08/13/2006,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,985474,209472,,,,,40.741637004,-73.995584392,"(40.741637004, -73.995584392)",PATROL BORO MAN SOUTH,,45-64,BLACK,M
874834610,03/15/2007,15:30:00,03/15/2007,15:40:00,61,03/19/2007,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,0,NA,,NA,998260,162498,,,,,40.612692994,-73.949541117,"(40.612692994, -73.949541117)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,F
664708660,05/24/2010,07:45:00,05/24/2010,08:05:00,113,05/25/2010,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1041715,188851,,,,,40.684850817,-73.792803529,"(40.684850817, -73.792803529)",PATROL BORO QUEENS SOUTH,,18-24,BLACK,M
427564406,01/18/2008,14:00:00,,,122,03/21/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,ATTEMPTED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,951972,149794,,WHITE,M,,40.577775376,-74.116197528,"(40.577775376, -74.116197528)",PATROL BORO STATEN ISLAND,,25-44,WHITE,M
958337665,02/04/2007,17:50:00,02/04/2007,18:00:00,109,02/04/2007,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1027377,219665,,,,,40.76950909,-73.844303547,"(40.76950909, -73.844303547)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
145770224,02/16/2008,02:30:00,02/16/2008,02:30:00,122,02/16/2008,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,943884,140437,,,,,40.552059115,-74.145257243,"(40.552059115, -74.145257243)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F
860525075,01/02/2007,04:30:00,01/02/2007,04:45:00,115,01/02/2007,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1020814,214301,,,,,40.754815884,-73.868026548,"(40.754815884, -73.868026548)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
663394320,11/20/2006,07:35:00,,,83,11/20/2006,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1002684,193282,,BLACK,M,,40.69718023,-73.933522902,"(40.69718023, -73.933522902)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
251804859,12/12/2008,20:35:00,12/12/2008,20:35:00,28,12/12/2008,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,996343,231877,,,,,40.803124692,-73.95632105,"(40.803124692, -73.95632105)",PATROL BORO MAN NORTH,,,UNKNOWN,E
359746293,02/10/2008,01:45:00,02/10/2008,02:09:00,122,02/10/2008,348,VEHICLE AND TRAFFIC LAWS,918,RECKLESS DRIVING,COMPLETED,MISDEMEANOR,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,NA,,NA,939161,159597,,,,,40.604626704,-74.162380586,"(40.604626704, -74.162380586)",PATROL BORO STATEN ISLAND,,,UNKNOWN,E
429230828,06/11/2011,12:45:00,06/11/2011,15:45:00,32,06/11/2011,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,999358,236472,,,,,40.815732053,-73.945420411,"(40.815732053, -73.945420411)",PATROL BORO MAN NORTH,,25-44,WHITE,M
893841028,07/12/2011,02:00:00,,,77,07/12/2011,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1004987,184136,,BLACK,F,,40.672071456,-73.925245742,"(40.672071456, -73.925245742)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
527464691,03/17/2006,09:18:00,03/17/2006,09:20:00,67,03/17/2006,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007258,175746,,,,,40.649037151,-73.917087548,"(40.649037151, -73.917087548)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
181236756,08/11/2007,23:55:00,,,42,08/12/2007,359,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1012248,240358,,,,,40.826366574,-73.89883621,"(40.826366574, -73.89883621)",PATROL BORO BRONX,,,UNKNOWN,E
318625875,05/23/2006,20:30:00,05/23/2006,20:50:00,70,05/23/2006,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,993667,168638,,,,,40.629552088,-73.966075326,"(40.629552088, -73.966075326)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
817837656,01/20/2006,00:06:00,01/20/2006,00:47:00,14,01/20/2006,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,NA,,NA,987147,215280,,,,,40.757578112,-73.989544524,"(40.757578112, -73.989544524)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
386827611,10/20/2006,03:40:00,10/20/2006,03:50:00,90,10/20/2006,117,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000161,195682,,,,,40.703772564,-73.942615925,"(40.703772564, -73.942615925)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
132546732,07/11/2011,21:55:00,07/11/2011,22:10:00,69,07/11/2011,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1013932,175060,25-44,BLACK,M,,40.647134377,-73.893039504,"(40.647134377, -73.893039504)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
704815018,10/20/2009,20:25:00,10/20/2009,20:30:00,90,10/20/2009,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,BROOKLYN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,NA,,NA,999077,196864,,,,,40.707018758,-73.946522939,"(40.707018758, -73.946522939)",PATROL BORO BKLYN NORTH,,<18,ASIAN / PACIFIC ISLANDER,M
805610986,12/04/2009,23:30:00,,,47,12/05/2009,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1028591,264410,,,,,40.892315066,-73.839625007,"(40.892315066, -73.839625007)",PATROL BORO BRONX,,25-44,BLACK,M
870179614,08/07/2006,19:50:00,08/07/2006,20:14:00,68,08/07/2006,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,976948,163825,,,,,40.616343401,-74.026302755,"(40.616343401, -74.026302755)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
601403120,10/17/2008,16:44:00,,,79,10/17/2008,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,998075,188214,,,,,40.683278136,-73.950154736,"(40.683278136, -73.950154736)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
528883125,10/20/2008,06:00:00,10/20/2008,09:00:00,48,10/20/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1014898,249846,25-44,BLACK,M,,40.852399561,-73.889217613,"(40.852399561, -73.889217613)",PATROL BORO BRONX,,45-64,BLACK,F
566136672,04/16/2010,03:00:00,04/16/2010,05:52:00,6,04/16/2010,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,MANHATTAN,,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,982752,206772,,WHITE,M,,40.734226128,-74.005406689,"(40.734226128, -74.005406689)",PATROL BORO MAN SOUTH,,18-24,WHITE,M
802188050,10/29/2008,17:30:00,10/29/2008,18:00:00,113,10/30/2008,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1047038,184470,45-64,BLACK,F,,40.672789843,-73.773651622,"(40.672789843, -73.773651622)",PATROL BORO QUEENS SOUTH,,<18,BLACK,F
496617428,06/15/2010,18:00:00,06/15/2010,20:03:00,30,06/15/2010,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,998633,240619,,,,,40.827115607,-73.948030747,"(40.827115607, -73.948030747)",PATROL BORO MAN NORTH,,18-24,WHITE HISPANIC,F
527923009,02/14/2009,16:35:00,02/14/2009,16:40:00,7,02/14/2009,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,988075,200463,,,,,40.716908753,-73.986203266,"(40.716908753, -73.986203266)",PATROL BORO MAN SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,M
112527901,09/19/2009,20:45:00,09/22/2009,16:30:00,68,09/22/2009,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,977069,164733,,BLACK HISPANIC,M,,40.618835771,-74.025867888,"(40.618835771, -74.025867888)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
829209676,09/19/2009,15:20:00,09/19/2009,15:29:00,45,09/19/2009,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1025948,245841,18-24,UNKNOWN,M,,40.841361759,-73.849299965,"(40.841361759, -73.849299965)",PATROL BORO BRONX,,25-44,UNKNOWN,F
685552841,09/03/2007,02:00:00,09/03/2007,10:00:00,103,09/03/2007,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1042670,193214,,,,,40.696819963,-73.789322324,"(40.696819963, -73.789322324)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,M
178923426,05/24/2011,03:00:00,05/24/2011,03:10:00,47,05/24/2011,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1024786,265337,,,,,40.894877683,-73.853381629,"(40.894877683, -73.853381629)",PATROL BORO BRONX,,25-44,BLACK,F
281238105,09/10/2008,20:47:00,09/10/2008,20:48:00,33,09/10/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1001910,248301,,UNKNOWN,F,,40.848194523,-73.936169602,"(40.848194523, -73.936169602)",PATROL BORO MAN NORTH,,UNKNOWN,WHITE,F
995637390,12/04/2006,12:05:00,12/04/2006,12:20:00,61,12/04/2006,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,PRIVATE/PAROCHIAL SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,993447,159783,,WHITE,M,,40.605247178,-73.966879968,"(40.605247178, -73.966879968)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
705365788,09/14/2009,07:30:00,09/14/2009,07:40:00,44,09/15/2009,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1007022,243322,,BLACK,M,,40.834516921,-73.917709256,"(40.834516921, -73.917709256)",PATROL BORO BRONX,,<18,WHITE HISPANIC,M
160670065,11/10/2006,16:45:00,11/10/2006,17:00:00,13,11/10/2006,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,989865,209425,,BLACK,F,,40.741506303,-73.979738601,"(40.741506303, -73.979738601)",PATROL BORO MAN SOUTH,,45-64,WHITE HISPANIC,M
973567547,09/29/2009,10:00:00,09/30/2009,09:00:00,71,10/02/2009,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,995433,177855,,,,,40.654848723,-73.959697777,"(40.654848723, -73.959697777)",PATROL BORO BKLYN SOUTH,,45-64,BLACK,F
647893701,05/10/2009,11:16:00,05/10/2009,11:20:00,47,05/10/2009,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BRONX,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,NA,,NA,1020990,256795,,BLACK,M,12,40.871449204,-73.867158697,"(40.871449204, -73.867158697)",PATROL BORO BRONX,BURKE AVENUE,18-24,WHITE HISPANIC,F
415788706,09/14/2007,06:00:00,09/14/2007,08:00:00,13,09/14/2007,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,986616,207258,,UNKNOWN,,,40.735559889,-73.991464028,"(40.735559889, -73.991464028)",PATROL BORO MAN SOUTH,,65+,WHITE,M
573968432,12/09/2010,17:25:00,12/09/2010,17:30:00,60,12/09/2010,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,HOSPITAL,HEALTH & HOSP CORP,14,NA,,NA,990922,149184,,,,,40.5761573,-73.9759838,"(40.5761573, -73.9759838)",PATROL BORO BKLYN SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
227002389,10/15/2011,18:00:00,,,113,10/17/2011,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1046367,186986,,UNKNOWN,U,,40.679700408,-73.776047368,"(40.679700408, -73.776047368)",PATROL BORO QUEENS SOUTH,,<18,UNKNOWN,F
470271332,05/01/2009,20:00:00,,,44,05/01/2009,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,REAR OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1003610,243521,,,,,40.835071256,-73.930038774,"(40.835071256, -73.930038774)",PATROL BORO BRONX,,45-64,UNKNOWN,M
201775533,04/02/2009,10:54:00,04/02/2009,11:42:00,24,04/02/2009,678,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,DOUGLASS,696,994086,229665,,,,,40.797056157,-73.964476664,"(40.797056157, -73.964476664)",PATROL BORO MAN NORTH,,,UNKNOWN,E
563560355,06/11/2011,12:30:00,06/11/2011,13:00:00,52,06/11/2011,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BRONX,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,1010995,252369,,,,,40.859337124,-73.903315775,"(40.859337124, -73.903315775)",PATROL BORO BRONX,,,UNKNOWN,D
416659972,03/21/2009,12:00:00,03/31/2009,12:00:00,18,04/02/2009,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,986996,216865,,,,,40.76192858,-73.990088922,"(40.76192858, -73.990088922)",PATROL BORO MAN SOUTH,,45-64,WHITE HISPANIC,F
315992141,07/31/2007,21:00:00,08/01/2007,08:00:00,111,08/01/2007,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1057653,214822,,,,,40.756016814,-73.735053976,"(40.756016814, -73.735053976)",PATROL BORO QUEENS NORTH,,UNKNOWN,WHITE,F
556851321,01/12/2008,19:25:00,01/12/2008,19:35:00,107,01/12/2008,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1040678,198546,,BLACK,M,,40.711467938,-73.796461337,"(40.711467938, -73.796461337)",PATROL BORO QUEENS SOUTH,,25-44,AMERICAN INDIAN/ALASKAN NATIVE,M
778949664,07/12/2009,22:00:00,07/15/2009,21:05:00,63,07/15/2009,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006041,169578,,,,,40.632110394,-73.921493167,"(40.632110394, -73.921493167)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
698495574,08/10/2009,14:47:00,08/10/2009,14:55:00,52,08/10/2009,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,,BUS (OTHER),N.Y. POLICE DEPT,0,NA,,NA,1014647,253571,,,,,40.862624432,-73.890108015,"(40.862624432, -73.890108015)",PATROL BORO BRONX,,45-64,BLACK,M
625647417,05/05/2009,12:00:00,10/05/2009,15:55:00,123,10/05/2009,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,GAS STATION,N.Y. POLICE DEPT,0,NA,,NA,918529,133879,,,,,40.533907054,-74.236432376,"(40.533907054, -74.236432376)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M
243621050,04/21/2010,01:20:00,04/21/2010,01:23:00,62,04/21/2010,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,BROOKLYN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,NA,,NA,986480,158167,,UNKNOWN,U,,40.600816077,-73.991970997,"(40.600816077, -73.991970997)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
846401915,01/19/2006,00:45:00,,,66,01/19/2006,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,990270,171228,,,,,40.63666405,-73.978311202,"(40.63666405, -73.978311202)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
913223151,05/03/2011,20:00:00,05/04/2011,10:00:00,63,05/04/2011,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010696,161464,,,,,40.60982649,-73.904754002,"(40.60982649, -73.904754002)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
238435575,10/27/2011,02:00:00,10/27/2011,09:17:00,19,10/27/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,NA,,NA,995852,219498,,,,,40.7691483,-73.958115939,"(40.7691483, -73.958115939)",PATROL BORO MAN NORTH,,,UNKNOWN,D
870235322,11/10/2006,10:00:00,,,14,11/13/2006,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,985821,211959,,,,,40.748463142,-73.994331589,"(40.748463142, -73.994331589)",PATROL BORO MAN SOUTH,,45-64,UNKNOWN,M
592531523,09/23/2009,04:48:00,09/23/2009,04:48:00,61,09/23/2009,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,999084,153345,,,,,40.587568524,-73.946593386,"(40.587568524, -73.946593386)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
541763987,01/01/2010,00:01:00,06/02/2010,15:11:00,49,06/02/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1021620,247049,,WHITE HISPANIC,M,,40.844696738,-73.86493511,"(40.844696738, -73.86493511)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
369384951,11/05/2008,15:00:00,11/05/2008,15:05:00,84,11/05/2008,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,987072,189816,,BLACK,M,,40.687685606,-73.989825915,"(40.687685606, -73.989825915)",PATROL BORO BKLYN NORTH,,18-24,ASIAN / PACIFIC ISLANDER,F
544678791,06/21/2011,13:58:00,06/21/2011,14:00:00,40,06/21/2011,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,MILL BROOK,811,1006777,232634,,,,,40.805182009,-73.9186305,"(40.805182009, -73.9186305)",PATROL BORO BRONX,,,UNKNOWN,E
765562141,02/09/2006,07:00:00,02/09/2006,19:30:00,34,02/09/2006,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1004545,255239,,,,,40.867231589,-73.926624425,"(40.867231589, -73.926624425)",PATROL BORO MAN NORTH,,25-44,WHITE,F
682919945,08/17/2010,17:25:00,08/17/2010,17:40:00,75,08/17/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1020034,185419,,,,,40.675544968,-73.870995416,"(40.675544968, -73.870995416)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
338326971,06/26/2008,19:00:00,,,44,07/15/2008,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1009246,243712,25-44,BLACK HISPANIC,F,,40.835581344,-73.90967084,"(40.835581344, -73.90967084)",PATROL BORO BRONX,,<18,BLACK,F
316550173,06/22/2007,18:30:00,06/25/2007,09:00:00,63,06/25/2007,121,CRIMINAL MISCHIEF & RELATED OF,266,"MISCHIEF, CRIMINAL 3&2, BY FIR",COMPLETED,FELONY,BROOKLYN,FRONT OF,DOCTOR/DENTIST OFFICE,N.Y. POLICE DEPT,0,NA,,NA,1008394,163232,,,,,40.614685856,-73.913038517,"(40.614685856, -73.913038517)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
411102523,09/03/2006,17:00:00,,,103,09/03/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1050213,199294,,,,,40.713455065,-73.762060691,"(40.713455065, -73.762060691)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,M
211404206,03/18/2007,17:15:00,03/18/2007,17:17:00,41,03/18/2007,126,MISCELLANEOUS PENAL LAW,779,"PUBLIC ADMINISTRATION,UNCLASSI",COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1016950,226304,,,,,40.787776097,-73.881914936,"(40.787776097, -73.881914936)",PATROL BORO BRONX,,,UNKNOWN,E
