CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
522575447,08/29/2006,13:00:00,,,43,08/30/2006,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1018029,240747,,UNKNOWN,M,,40.827414051,-73.877945775,"(40.827414051, -73.877945775)",PATROL BORO BRONX,,25-44,BLACK HISPANIC,F
403507361,11/05/2006,11:00:00,11/05/2006,17:40:00,66,11/05/2006,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,982556,171385,,,,,40.637096864,-74.006105014,"(40.637096864, -74.006105014)",PATROL BORO BKLYN SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,F
631420068,09/08/2006,23:30:00,09/09/2006,00:01:00,106,09/09/2006,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1028213,186786,,,,,40.679260229,-73.841500185,"(40.679260229, -73.841500185)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
995609899,12/13/2011,18:40:00,12/13/2011,18:49:00,79,12/13/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,1000788,189718,,,,,40.687401619,-73.940369194,"(40.687401619, -73.940369194)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
480667624,08/14/2009,04:20:00,,,30,08/14/2009,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000029,242245,,,,,40.831576128,-73.942982699,"(40.831576128, -73.942982699)",PATROL BORO MAN NORTH,,,UNKNOWN,E
605915885,10/27/2009,21:10:00,,,69,10/29/2009,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010598,173684,,BLACK,M,,40.643368102,-73.905059257,"(40.643368102, -73.905059257)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,M
820084484,12/16/2006,20:00:00,12/16/2006,20:05:00,40,12/16/2006,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1007115,237715,,,,,40.819127068,-73.917392286,"(40.819127068, -73.917392286)",PATROL BORO BRONX,,,UNKNOWN,E
799044409,07/21/2007,23:15:00,07/21/2007,23:45:00,75,07/22/2007,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1018297,184609,,,,,40.673328553,-73.877261612,"(40.673328553, -73.877261612)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
211477358,07/07/2008,21:30:00,07/08/2008,11:45:00,34,07/08/2008,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1001009,248745,,,,,40.849414928,-73.939425145,"(40.849414928, -73.939425145)",PATROL BORO MAN NORTH,,25-44,WHITE,M
986887005,09/17/2007,16:00:00,,,48,09/19/2007,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1014683,253122,<18,BLACK HISPANIC,M,,40.861391939,-73.889979903,"(40.861391939, -73.889979903)",PATROL BORO BRONX,,<18,BLACK,M
207970722,01/06/2007,16:00:00,02/26/2007,12:00:00,68,02/26/2007,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,974642,172052,,UNKNOWN,,,40.638922587,-74.034620525,"(40.638922587, -74.034620525)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
537893224,04/26/2009,23:00:00,04/27/2009,11:30:00,122,04/27/2009,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,OTHER,N.Y. POLICE DEPT,0,NA,,NA,960358,154920,,,,,40.591871791,-74.086027298,"(40.591871791, -74.086027298)",PATROL BORO STATEN ISLAND,,45-64,AMERICAN INDIAN/ALASKAN NATIVE,M
924188035,01/08/2010,22:00:00,,,75,01/11/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1011975,185903,,BLACK,M,,40.676902346,-73.900047151,"(40.676902346, -73.900047151)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
321158154,11/02/2007,11:55:00,11/02/2007,11:56:00,71,11/02/2007,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000111,180775,,,,,40.662856338,-73.942831345,"(40.662856338, -73.942831345)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
103912654,08/30/2009,01:00:00,08/30/2009,01:01:00,109,08/30/2009,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1031613,227025,,,,,40.78968863,-73.828958816,"(40.78968863, -73.828958816)",PATROL BORO QUEENS NORTH,,25-44,WHITE,M
591753685,12/09/2008,15:10:00,12/09/2008,15:14:00,110,12/09/2008,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,QUEENS,,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,NA,,NA,1017225,209572,18-24,WHITE HISPANIC,M,,40.741850091,-73.881003933,"(40.741850091, -73.881003933)",PATROL BORO QUEENS NORTH,,45-64,WHITE HISPANIC,F
289318739,07/18/2007,07:00:00,11/30/2007,12:00:00,23,11/30/2007,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1000900,228610,25-44,WHITE HISPANIC,M,,40.794150256,-73.939869087,"(40.794150256, -73.939869087)",PATROL BORO MAN NORTH,,,UNKNOWN,D
574443172,04/27/2006,17:00:00,04/28/2006,22:40:00,44,04/28/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,18-24,BLACK,M,,,,,PATROL BORO BRONX,,18-24,BLACK,F
935932450,04/11/2007,17:00:00,04/14/2007,18:00:00,10,04/14/2007,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,985410,214296,25-44,WHITE,M,,40.754877681,-73.995814518,"(40.754877681, -73.995814518)",PATROL BORO MAN SOUTH,,45-64,WHITE,M
600460494,11/25/2006,11:15:00,,,72,11/25/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,979740,171600,,UNKNOWN,F,,40.637686007,-74.016251355,"(40.637686007, -74.016251355)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
408536909,03/23/2010,01:06:00,,,109,03/24/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1040656,225430,,,,,40.785257702,-73.796315211,"(40.785257702, -73.796315211)",PATROL BORO QUEENS NORTH,,18-24,WHITE HISPANIC,F
108113137,06/30/2009,17:00:00,06/30/2009,17:20:00,83,07/01/2009,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006101,193634,,WHITE HISPANIC,F,,40.69813861,-73.921199037,"(40.69813861, -73.921199037)",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,M
171216950,02/21/2006,21:00:00,,,110,02/22/2006,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1020255,210816,,WHITE HISPANIC,M,,40.745252741,-73.87006287,"(40.745252741, -73.87006287)",PATROL BORO QUEENS NORTH,,<18,WHITE HISPANIC,M
314547311,11/24/2006,23:30:00,11/25/2006,12:00:00,61,11/25/2006,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,996790,152638,,,,,40.585631491,-73.95485397,"(40.585631491, -73.95485397)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
487348156,10/15/2008,15:15:00,,,44,10/15/2008,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1006999,241227,,UNKNOWN,,,40.828766808,-73.917799476,"(40.828766808, -73.917799476)",PATROL BORO BRONX,,,UNKNOWN,F
814975458,11/25/2008,13:45:00,,,1,11/25/2008,358,OFFENSES INVOLVING FRAUD,705,"FORGERY,ETC.-MISD.",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,NA,,NA,983219,201849,,,,,40.720713757,-74.003720855,"(40.720713757, -74.003720855)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
892316420,01/05/2008,12:00:00,01/22/2008,23:40:00,71,01/23/2008,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,NA,,NA,1002054,180383,,BLACK,M,,40.66177669,-73.935828946,"(40.66177669, -73.935828946)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
836522816,05/14/2008,23:00:00,05/14/2008,23:10:00,42,05/15/2008,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",ATTEMPTED,FELONY,BRONX,INSIDE,CONSTRUCTION SITE,N.Y. POLICE DEPT,0,NA,,NA,1011505,245663,,,,,40.840929587,-73.901499338,"(40.840929587, -73.901499338)",PATROL BORO BRONX,,,UNKNOWN,D
103236717,10/22/2006,14:00:00,,,13,10/22/2006,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,988521,209286,,UNKNOWN,,,40.741125534,-73.984588781,"(40.741125534, -73.984588781)",PATROL BORO MAN SOUTH,,25-44,WHITE HISPANIC,F
478153841,11/05/2011,17:40:00,,,6,11/05/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,985762,205921,,,,,40.73189034,-73.994545882,"(40.73189034, -73.994545882)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
103612179,07/04/2008,17:00:00,,,43,07/04/2008,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1024625,245571,,,,,40.840626837,-73.85408306,"(40.840626837, -73.85408306)",PATROL BORO BRONX,,,UNKNOWN,E
184674295,08/09/2008,22:20:00,,,44,08/09/2008,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1008846,245939,,,,,40.841694933,-73.911108193,"(40.841694933, -73.911108193)",PATROL BORO BRONX,,,UNKNOWN,E
713384717,04/05/2006,21:20:00,04/05/2006,21:24:00,88,04/05/2006,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,994759,188803,,,,,40.684899365,-73.962109815,"(40.684899365, -73.962109815)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
911147749,11/06/2010,12:00:00,11/06/2010,13:00:00,94,11/06/2010,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000879,201448,,WHITE,M,,40.719597542,-73.940012106,"(40.719597542, -73.940012106)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
320669846,07/27/2008,13:00:00,,,75,07/27/2008,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1017589,180904,,BLACK HISPANIC,M,,40.663161856,-73.87983228,"(40.663161856, -73.87983228)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
796464968,04/10/2009,13:30:00,,,73,04/10/2009,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1010754,179173,25-44,BLACK,M,,40.658433742,-73.90447556,"(40.658433742, -73.90447556)",PATROL BORO BKLYN NORTH,,<18,BLACK,F
718836666,08/26/2010,00:01:00,,,44,09/14/2010,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,BANK,N.Y. POLICE DEPT,0,NA,,NA,1007500,241369,,,,,40.829155253,-73.915988655,"(40.829155253, -73.915988655)",PATROL BORO BRONX,,,UNKNOWN,D
523025244,05/15/2008,17:50:00,05/15/2008,17:52:00,76,05/15/2008,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,985451,186671,,BLACK,M,,40.679053665,-73.995671456,"(40.679053665, -73.995671456)",PATROL BORO BKLYN SOUTH,,65+,WHITE,F
813177203,07/12/2007,10:00:00,07/12/2007,22:00:00,115,07/13/2007,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1018518,213517,,,,,40.752673201,-73.876317765,"(40.752673201, -73.876317765)",PATROL BORO QUEENS NORTH,,,UNKNOWN,F
699744490,08/05/2011,21:00:00,,,90,08/05/2011,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,BUSHWICK,453,1001414,195664,,WHITE HISPANIC,M,,40.703720817,-73.938096831,"(40.703720817, -73.938096831)",PATROL BORO BKLYN NORTH,,<18,WHITE HISPANIC,F
985476774,09/21/2009,10:00:00,09/21/2009,10:15:00,47,09/21/2009,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,,RESIDENCE - PUBLIC HOUSING,N.Y. POLICE DEPT,0,NA,,NA,1026387,262634,,BLACK,M,,40.887451313,-73.847607787,"(40.887451313, -73.847607787)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M
720630346,12/05/2010,10:00:00,,,106,12/05/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1036357,187122,,ASIAN / PACIFIC ISLANDER,F,,40.68013828,-73.812135837,"(40.68013828, -73.812135837)",PATROL BORO QUEENS SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
372740226,06/25/2010,18:00:00,08/12/2010,10:30:00,113,08/12/2010,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1044545,184347,,,,,40.672469567,-73.782639913,"(40.672469567, -73.782639913)",PATROL BORO QUEENS SOUTH,,18-24,BLACK,M
920461350,06/10/2011,19:30:00,06/10/2011,23:30:00,101,06/14/2011,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,1052809,159159,,,,,40.603274007,-73.753104533,"(40.603274007, -73.753104533)",PATROL BORO QUEENS SOUTH,,45-64,WHITE HISPANIC,M
598552327,01/09/2010,12:00:00,01/09/2010,12:40:00,73,01/09/2010,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1010183,183503,,BLACK,M,,40.670320318,-73.906516906,"(40.670320318, -73.906516906)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
940066743,05/31/2010,14:00:00,05/31/2010,14:18:00,67,06/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,1007630,176574,,,,,40.651308856,-73.915744102,"(40.651308856, -73.915744102)",PATROL BORO BKLYN SOUTH,,45-64,BLACK,F
482273386,04/07/2006,12:00:00,04/07/2006,12:07:00,9,04/07/2006,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,988353,205966,,UNKNOWN,,,40.732013031,-73.985197063,"(40.732013031, -73.985197063)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
215351744,04/28/2006,10:15:00,05/01/2006,12:45:00,46,05/01/2006,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006993,248480,,BLACK,F,,40.848674197,-73.917796563,"(40.848674197, -73.917796563)",PATROL BORO BRONX,,65+,BLACK,M
717228374,01/03/2009,20:30:00,01/03/2009,20:40:00,6,01/03/2009,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,984321,205324,,,,,40.73025185,-73.999745274,"(40.73025185, -73.999745274)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
868134453,11/19/2010,01:00:00,11/19/2010,01:45:00,13,11/19/2010,110,GRAND LARCENY OF MOTOR VEHICLE,455,"LARCENY,GRAND OF TRUCK",COMPLETED,FELONY,MANHATTAN,OPPOSITE OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,NA,,NA,991422,205488,,,,,40.730699083,-73.974124052,"(40.730699083, -73.974124052)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
997017579,05/10/2011,14:20:00,05/10/2011,14:38:00,109,05/10/2011,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1030921,215614,,,,,40.758372158,-73.831537087,"(40.758372158, -73.831537087)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
909377224,09/08/2001,00:01:00,11/04/2005,00:01:00,115,01/11/2006,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1022413,213659,,,,,40.753047002,-73.862258735,"(40.753047002, -73.862258735)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
937425748,02/05/2010,13:20:00,02/05/2010,13:25:00,52,02/05/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1011095,253282,25-44,BLACK HISPANIC,M,,40.86184273,-73.902950609,"(40.86184273, -73.902950609)",PATROL BORO BRONX,,25-44,BLACK HISPANIC,F
543645598,02/26/2009,06:00:00,02/26/2009,12:00:00,45,02/26/2009,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1043716,246644,,,,,40.84346398,-73.785077416,"(40.84346398, -73.785077416)",PATROL BORO BRONX,,45-64,WHITE,M
233152912,07/08/2009,10:15:00,07/08/2009,10:22:00,61,08/12/2009,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,996989,161687,,,,,40.610468884,-73.954120452,"(40.610468884, -73.954120452)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
721039845,04/18/2008,21:00:00,04/18/2008,21:15:00,13,04/18/2008,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,NA,,NA,990238,209365,,,,,40.741341373,-73.978392609,"(40.741341373, -73.978392609)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
110559116,01/10/2008,23:40:00,01/11/2008,05:10:00,109,01/11/2008,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1036131,216222,,,,,40.760011923,-73.812726355,"(40.760011923, -73.812726355)",PATROL BORO QUEENS NORTH,,25-44,ASIAN / PACIFIC ISLANDER,M
481342244,07/10/2009,15:50:00,07/10/2009,15:56:00,75,07/10/2009,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,NA,,NA,1017141,183798,,,,,40.671106911,-73.881432957,"(40.671106911, -73.881432957)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
835527465,02/05/2010,14:25:00,02/05/2010,14:26:00,103,02/05/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1038292,191442,,BLACK,M,,40.691984062,-73.805124799,"(40.691984062, -73.805124799)",PATROL BORO QUEENS SOUTH,,25-44,UNKNOWN,M
261909731,04/26/2006,12:00:00,,,25,04/26/2006,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,,,18-24,BLACK,F,,,,,PATROL BORO MAN NORTH,,18-24,BLACK,F
206580545,10/05/2011,04:40:00,10/05/2011,04:55:00,71,10/05/2011,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,997674,181717,,,,,40.665445949,-73.951613499,"(40.665445949, -73.951613499)",PATROL BORO BKLYN SOUTH,,45-64,WHITE HISPANIC,M
709721194,07/29/2008,14:00:00,07/29/2008,17:40:00,123,07/29/2008,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,929420,131869,,,,,40.528463992,-74.197235926,"(40.528463992, -74.197235926)",PATROL BORO STATEN ISLAND,,45-64,WHITE,M
739194297,07/20/2010,19:30:00,07/20/2010,20:00:00,63,07/21/2010,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BROOKLYN,,BUS (NYC TRANSIT),N.Y. POLICE DEPT,0,NA,,NA,1001840,166040,,,,,40.622408666,-73.936637678,"(40.622408666, -73.936637678)",PATROL BORO BKLYN SOUTH,,65+,BLACK,F
593745731,08/09/2010,09:30:00,08/09/2010,10:30:00,101,08/09/2010,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1053581,159865,,,,,40.605205819,-73.750317149,"(40.605205819, -73.750317149)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,M
